team_targetid ,start_time,last_time,perimeter,burned_area ,rateofspread_n ,rateofspread_e ,rateofspread_s ,rateofspread_w ,obsdirection_n ,obsdirection_e ,obsdirection_s ,obsdirection_w ,intensity 
Mayday_12,2024-07-24 22:01:00,2024-07-25 21:42:00,0103000020E61000000100000014000000C9C859D8D3705EC0E71DA7E848E24340D200DE02096E5EC076711B0DE0E54340EE5A423EE86D5EC011C7BAB88DEE4340FC1873D7126E5EC02B8716D9CEEF43402E043928616E5EC023F8DF4A76F04340FDBCA948856F5EC03E5C72DC29F1434068E89FE062715EC03EB324404DF14340B58993FB1D725EC04C89247A19F143401EFE9AAC51735EC0069E7B0F97F04340FD4D2844C0735EC007D3307C44F043400725CCB4FD735EC00E84640113F04340D3DEE00B93755EC011363CBD52EE4340605969520A765EC0A83AE466B8ED43405FB532E197765EC0BF4868CBB9EC434086AC6EF59C765EC06AA4A5F276EC4340E3C798BB96765EC0F8C264AA60EC4340DC9DB5DB2E765EC0AD6EF59CF4EA43408638D6C56D745EC0BDE3141DC9E54340B6F3FDD478715EC0ED9E3C2CD4E24340C9C859D8D3705EC0E71DA7E848E24340,109.091379445097,0.0924564756455056,0.353323833480589,0.330840840363411,0.286062105968091,0,0,1,0,500
